trade_id,entry_time,strategy,symbol,direction,entry_price,sl_price,tp_price,features_json,exit_time,exit_price,label,pnl_points
7b41ee6a-48b1-4c6c-859a-c436ec3ba422,2026-05-01T21:08:35.062075+00:00,strategy1_wick_rejection,MES1,1,7248.0,7231.285714285715,7283.2857090582,"{""direction"": 1.0, ""strategy"": 1.0, ""p_direction"": -1.0, ""p_body_size"": 14.5, ""p_range"": 26.25, ""p_upper_wick_r"": 0.5344827586206896, ""p_lower_wick_r"": 0.27586206896551724, ""wick_penetration"": 0.1724137931034483, ""close_pct_body"": 0.46551724137931033, ""rr_ratio"": 2.1111107983538497, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-05T14:00:00+00:00,7283.2857090582,1,35.2857
65bfb71d-16ec-4239-992c-763d00ab9a72,2026-05-04T01:33:18.465542+00:00,strategy1_wick_rejection,MES1,1,7258.0,7241.285714285715,7293.2857090582,"{""direction"": 1.0, ""strategy"": 1.0, ""p_direction"": -1.0, ""p_body_size"": 14.5, ""p_range"": 26.25, ""p_upper_wick_r"": 0.5344827586206896, ""p_lower_wick_r"": 0.27586206896551724, ""wick_penetration"": 0.1724137931034483, ""close_pct_body"": 0.46551724137931033, ""rr_ratio"": 2.1111107983538497, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-01T20:00:00+00:00,7241.285714285715,0,-16.7143
f663eada-abce-4637-bc59-5e01e2b23bb3,2026-05-04T01:35:07.642095+00:00,strategy1_wick_rejection,MES1,1,7258.0,7241.285714285715,7293.2857090582,"{""direction"": 1.0, ""strategy"": 1.0, ""p_direction"": -1.0, ""p_body_size"": 14.5, ""p_range"": 26.25, ""p_upper_wick_r"": 0.5344827586206896, ""p_lower_wick_r"": 0.27586206896551724, ""wick_penetration"": 0.1724137931034483, ""close_pct_body"": 0.46551724137931033, ""rr_ratio"": 2.1111107983538497, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-01T20:00:00+00:00,7241.285714285715,0,-16.7143
2626df70-18df-4203-b82a-117c9641eddc,2026-05-04T02:16:04.429352+00:00,strategy1_wick_rejection,MES1,1,7258.0,7241.285714285715,7293.2857090582,"{""direction"": 1.0, ""strategy"": 1.0, ""p_direction"": -1.0, ""p_body_size"": 14.5, ""p_range"": 26.25, ""p_upper_wick_r"": 0.5344827586206896, ""p_lower_wick_r"": 0.27586206896551724, ""wick_penetration"": 0.1724137931034483, ""close_pct_body"": 0.46551724137931033, ""rr_ratio"": 2.1111107983538497, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-01T20:00:00+00:00,7241.285714285715,0,-16.7143
3d7ad97b-8d7f-4bac-a8eb-4bcbee50452d,2026-05-04T03:03:39.317891+00:00,strategy1_wick_rejection,MES1,1,7258.0,7241.285714285715,7293.2857090582,"{""direction"": 1.0, ""strategy"": 1.0, ""p_direction"": -1.0, ""p_body_size"": 14.5, ""p_range"": 26.25, ""p_upper_wick_r"": 0.5344827586206896, ""p_lower_wick_r"": 0.27586206896551724, ""wick_penetration"": 0.1724137931034483, ""close_pct_body"": 0.46551724137931033, ""rr_ratio"": 2.1111107983538497, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-05T19:00:00+00:00,7293.2857090582,1,35.2857
fc6c689c-7dd6-42e4-b014-1a5e4ede56ae,2026-05-06T17:59:05.139294+00:00,strategy1_wick_rejection,MNQ1,-1,28596.5,28696.339285714286,28540.14899349503,"{""direction"": -1.0, ""strategy"": 1.0, ""p_direction"": 1.0, ""p_body_size"": 22.75, ""p_range"": 68.75, ""p_upper_wick_r"": 1.164835164835165, ""p_lower_wick_r"": 0.8571428571428571, ""wick_penetration"": 0.6373626373626373, ""close_pct_body"": 0.07692307692307693, ""rr_ratio"": 0.5644171640633778, ""session"": 2.0, ""hour_cst"": 11.0}",2026-05-06T17:00:00+00:00,28540.14899349503,1,56.351
905acb55-bb64-4169-9341-2d64eb2280f3,2026-05-06T18:06:29.626942+00:00,strategy1_wick_rejection,MNQ1,-1,28597.75,28697.589285714286,28541.39899349503,"{""direction"": -1.0, ""strategy"": 1.0, ""p_direction"": 1.0, ""p_body_size"": 22.75, ""p_range"": 68.75, ""p_upper_wick_r"": 1.164835164835165, ""p_lower_wick_r"": 0.8571428571428571, ""wick_penetration"": 0.6373626373626373, ""close_pct_body"": 0.07692307692307693, ""rr_ratio"": 0.5644171640633778, ""session"": 2.0, ""hour_cst"": 11.0}",2026-05-08T03:00:00+00:00,28697.589285714286,0,-99.8393
5a417c61-8f54-435a-9294-98c0e62281a9,2026-05-08T03:22:39.246136+00:00,strategy1_wick_rejection,MNQ1,-1,28754.5,28862.589285714286,28693.492551891508,"{""direction"": -1.0, ""strategy"": 1.0, ""p_direction"": 1.0, ""p_body_size"": 22.75, ""p_range"": 68.75, ""p_upper_wick_r"": 1.164835164835165, ""p_lower_wick_r"": 0.8571428571428571, ""wick_penetration"": 0.6373626373626373, ""close_pct_body"": 0.07692307692307693, ""rr_ratio"": 0.5644171640633778, ""session"": 2.0, ""hour_cst"": 11.0}",2026-05-08T18:00:00+00:00,28862.589285714286,0,-108.0893
eabea34d-b61d-43ad-9063-1b1fbd9a2dd3,2026-05-08T03:23:26.066609+00:00,strategy1_wick_rejection,MES1,-1,7375.5,7394.142857142857,6564.537336211591,"{""direction"": -1.0, ""strategy"": 1.0, ""p_direction"": 1.0, ""p_body_size"": 21.5, ""p_range"": 22.25, ""p_upper_wick_r"": 0.011627906976744186, ""p_lower_wick_r"": 0.023255813953488372, ""wick_penetration"": 0.023255813953488372, ""close_pct_body"": 0.011627906976744186, ""rr_ratio"": 43.499913000144545, ""session"": 2.0, ""hour_cst"": 10.0}",2026-05-08T18:00:00+00:00,7394.142857142857,0,-18.6429
8eaae3cd-bd3c-470a-8cbd-c671fa4419f2,2026-05-08T18:56:53.348146+00:00,strategy1_wick_rejection,MNQ1,-1,29269.25,29346.410714285714,29189.252497100766,"{""direction"": -1.0, ""strategy"": 1.0, ""p_direction"": 1.0, ""p_body_size"": 34.25, ""p_range"": 44.75, ""p_upper_wick_r"": 0.20437956204379562, ""p_lower_wick_r"": 0.10218978102189781, ""wick_penetration"": 0.8175182481751825, ""close_pct_body"": 0.7153284671532847, ""rr_ratio"": 1.0367646753892639, ""session"": 1.0, ""hour_cst"": 4.0}",2026-05-11T17:00:00+00:00,29346.410714285717,0,-77.1607
